UF;MUNICIPIO;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
GO;JUSSARA;6237;0;538;92;1806;294;0;104;24;4864;2037;29;0;998;112;0;3;0;1;2;80
GO;LAGOA SANTA;292;0;27;3;107;12;0;4;8;100;15;7;0;35;3;0;0;0;0;0;0
GO;LEOPOLDO DE BULHOES;1604;0;277;114;474;86;0;6;20;931;145;20;0;97;146;0;0;0;0;2;21
GO;LUZIANIA;34505;0;2678;838;5316;1519;0;145;325;14632;4225;652;0;5716;1137;16;18;1;8;23;314
GO;MAIRIPOTABA;606;0;39;3;198;34;0;6;9;330;57;5;0;55;7;0;0;0;0;0;3
GO;MAMBAI;1164;0;91;75;334;58;0;5;6;733;160;40;0;93;108;0;0;0;0;1;19
GO;MARA ROSA;2267;0;169;35;850;101;0;96;13;1638;413;19;0;237;34;0;0;0;0;0;27
GO;MARZAGAO;626;0;42;12;136;22;0;3;5;267;104;6;0;50;14;0;0;0;0;0;5
GO;MATRINCHA;739;0;62;15;247;33;0;10;6;740;124;9;0;79;16;0;0;0;0;0;12
GO;MAURILANDIA;2768;0;421;172;509;93;0;21;21;1204;590;136;0;330;400;0;0;0;2;1;11
GO;MIMOSO DE GOIAS;195;0;9;2;49;16;0;0;8;90;10;8;0;15;5;0;0;0;0;0;0
GO;MINACU;6935;0;521;58;2137;392;0;175;48;7019;2945;50;0;489;61;0;0;0;1;4;135
GO;MINEIROS;19001;0;1595;577;6577;1074;0;105;112;11119;5766;203;0;1316;929;0;1;0;3;12;443
GO;MOIPORA;400;0;12;0;115;4;0;2;1;172;16;1;0;27;1;0;0;0;0;0;3
GO;MONTE ALEGRE DE GOIAS;566;0;29;7;191;22;0;1;9;487;60;11;0;32;5;0;0;0;0;1;3
GO;MONTES CLAROS DE GOIAS;1786;0;138;28;569;101;0;14;23;1497;225;43;0;278;54;0;0;0;0;0;17
GO;MONTIVIDIU;3442;0;423;300;1043;165;0;20;46;1280;238;84;0;370;457;0;0;0;0;1;67
GO;MONTIVIDIU DO NORTE;504;0;34;1;208;25;0;29;5;568;34;17;0;57;1;0;0;0;0;0;1
GO;MORRINHOS;15464;0;1092;235;3251;659;0;329;96;7201;4713;166;0;1721;326;0;3;0;2;4;188
GO;MORRO AGUDO DE GOIAS;603;0;90;4;211;24;0;2;4;516;51;11;0;42;4;0;0;0;0;0;0
GO;MOSSAMEDES;1205;0;51;4;307;75;0;18;8;621;80;6;0;90;5;0;0;0;0;0;9
GO;MOZARLANDIA;3598;0;197;46;926;114;0;73;31;2953;878;52;0;453;99;0;0;0;0;1;19
GO;MUNDO NOVO;1185;0;73;5;277;52;0;80;7;755;101;30;0;231;8;0;0;0;0;0;8
GO;MUTUNOPOLIS;667;0;52;4;235;21;0;40;5;789;134;16;0;67;8;0;0;0;0;0;5
GO;NAZARIO;1849;0;128;66;378;99;0;112;17;671;223;19;0;194;79;0;0;0;0;3;15
GO;NEROPOLIS;8669;0;611;146;1693;443;0;140;38;4134;1533;50;0;861;160;0;1;0;0;2;95
GO;NIQUELANDIA;10413;0;744;112;2834;434;0;87;104;4142;2497;186;0;1059;202;1;0;0;11;7;117
GO;NOVA AMERICA;664;0;42;1;181;38;0;0;1;443;42;4;0;51;2;0;0;0;0;0;3
GO;NOVA AURORA;552;0;51;4;218;23;0;0;8;377;64;6;0;30;9;0;0;0;1;0;6
GO;NOVA CRIXAS;2254;0;186;43;720;109;0;38;15;1683;487;46;0;389;50;0;1;0;0;1;25
GO;NOVA GLORIA;2032;0;138;21;459;69;0;73;15;1293;323;33;0;244;27;0;0;0;0;0;10
GO;NOVA IGUACU DE GOIAS;532;0;34;1;142;20;0;3;8;342;73;7;0;46;3;0;0;0;0;0;4
GO;NOVA ROMA;413;0;16;0;110;14;0;0;5;264;19;6;0;16;0;0;0;0;0;0;2
GO;NOVA VENEZA;2116;0;194;34;522;76;0;26;19;988;295;27;0;215;56;0;0;0;0;1;35
GO;NOVO BRASIL;798;0;45;0;265;48;0;16;6;739;126;5;0;101;2;0;0;0;0;0;8
GO;NOVO GAMA;8170;0;543;58;1127;477;0;37;132;2936;303;207;0;1740;91;3;4;0;3;3;57
GO;NOVO PLANALTO;671;0;45;16;209;28;0;13;13;492;121;5;0;95;22;0;0;0;0;0;6
GO;ORIZONA;4617;0;305;108;1907;257;0;96;78;2503;505;50;0;254;150;0;0;0;1;1;44
GO;OURO VERDE DE GOIAS;1015;0;127;5;316;31;0;2;2;383;46;16;0;50;4;0;0;0;0;1;6
GO;OUVIDOR;1874;0;87;38;511;78;0;1;6;563;177;18;0;135;47;0;0;0;1;0;23
GO;PADRE BERNARDO;3958;0;448;75;1051;242;0;11;44;1194;464;97;0;409;107;1;1;0;3;2;19
GO;PALESTINA DE GOIAS;528;0;29;3;175;28;0;0;10;489;39;11;0;72;7;0;0;0;0;0;3
GO;PALMEIRAS DE GOIAS;7824;0;501;218;2009;335;0;206;27;4110;1867;162;0;977;302;0;0;0;2;8;93
GO;PALMELO;588;0;34;1;134;28;0;11;5;279;56;6;0;42;6;0;0;0;0;0;4
GO;PALMINOPOLIS;1022;0;76;29;286;65;0;50;3;781;109;8;0;131;34;0;0;0;0;0;6
GO;PANAMA;574;0;63;26;162;8;0;18;16;217;53;11;0;34;33;0;1;0;0;0;0
GO;PARANAIGUARA;2766;0;141;50;564;115;0;32;24;698;384;17;0;304;69;0;0;0;0;2;31
GO;PARAUNA;3161;0;262;108;1042;149;0;138;22;1967;580;60;0;437;171;0;0;0;0;0;72
GO;PEROLANDIA;576;0;69;41;208;37;0;6;12;186;38;12;0;72;86;0;0;0;1;0;4
GO;PETROLINA DE GOIAS;2323;0;239;20;610;80;0;8;11;1020;287;23;0;145;19;0;0;0;0;0;19
GO;PILAR DE GOIAS;444;0;34;0;139;24;0;0;3;214;9;8;0;22;2;0;0;0;1;0;3
GO;PIRACANJUBA;7836;0;570;224;2287;338;0;235;46;4112;1645;55;0;715;360;0;1;0;0;6;84
GO;PIRANHAS;2966;0;266;68;1010;131;0;267;20;2092;433;50;0;504;127;0;0;0;0;1;45
GO;PIRENOPOLIS;6716;0;367;16;1671;358;0;26;81;4002;706;43;0;399;19;1;1;0;1;10;94
GO;PIRES DO RIO;10835;0;652;232;3026;449;0;496;33;4709;2080;82;0;741;347;0;2;0;0;9;127
GO;PLANALTINA;12201;0;744;108;1776;625;0;126;122;4455;1472;418;0;3001;157;4;2;0;1;18;76
GO;PONTALINA;5371;0;377;82;1432;205;0;141;32;3003;1623;45;0;360;123;0;0;0;0;1;52
GO;PORANGATU;12579;0;850;350;3641;423;0;772;80;10136;5676;102;0;1563;589;0;2;0;0;0;163
GO;PORTEIRAO;985;0;126;31;202;30;0;14;27;257;90;32;0;113;63;0;0;0;0;1;6
GO;PORTELANDIA;697;0;61;39;253;37;0;2;25;327;86;4;0;32;55;0;0;0;0;0;7
GO;POSSE;9068;0;863;325;2504;398;0;154;76;3987;1374;137;0;529;488;3;1;0;1;7;185
GO;PROFESSOR JAMIL;689;0;43;3;162;35;0;8;4;293;34;7;0;51;4;0;0;0;0;0;0
GO;QUIRINOPOLIS;15413;0;1150;397;4066;951;0;411;90;7601;5046;302;0;1883;903;3;2;0;1;6;218
GO;RIALMA;3868;0;350;83;770;119;0;115;31;2004;1042;48;0;313;92;0;0;0;0;1;60
GO;RIANAPOLIS;1334;0;105;51;261;25;0;33;5;787;204;10;0;125;66;0;0;0;0;1;9
GO;RIO QUENTE;1036;0;56;0;236;49;0;11;20;437;154;61;0;97;0;0;0;0;0;2;8
GO;RIO VERDE;65253;0;4636;3431;17956;3937;1;1802;453;34970;15489;734;0;5319;5640;5;9;0;4;59;1852
GO;RUBIATABA;6133;0;422;98;1510;296;0;22;43;3707;1261;133;0;755;143;0;0;0;1;0;75
GO;SANCLERLANDIA;2649;0;150;17;740;96;0;47;8;1602;413;7;0;356;26;0;0;0;5;1;21
GO;SANTA BARBARA DE GOIAS;1590;0;149;8;308;73;0;48;10;629;201;11;0;194;12;0;0;0;0;1;13
GO;SANTA CRUZ DE GOIAS;492;0;17;2;150;34;0;3;5;174;7;5;0;26;2;0;0;0;0;0;3
GO;SANTA FE DE GOIAS;919;0;54;33;249;49;0;8;10;857;268;6;0;131;49;0;0;0;0;1;5
GO;SANTA HELENA DE GOIAS;13121;0;1043;556;2937;574;0;143;69;4501;3151;320;0;1052;818;4;1;0;0;16;182
GO;SANTA ISABEL;586;0;14;3;164;26;0;4;11;514;97;6;0;52;3;0;0;0;0;0;7
GO;SANTA RITA DO ARAGUAIA;1534;0;119;26;618;101;0;18;19;1462;572;18;0;138;28;0;0;0;0;3;28
GO;SANTA RITA DO NOVO DESTINO;300;0;30;11;94;18;0;0;16;148;27;12;0;19;6;0;0;0;0;0;1
GO;SANTA ROSA DE GOIAS;895;0;50;2;251;21;0;4;6;445;52;6;0;82;2;0;0;0;0;0;2
GO;SANTA TEREZA DE GOIAS;792;0;46;11;202;21;0;140;4;515;106;10;0;147;14;0;0;0;0;0;0
GO;SANTA TEREZINHA DE GOIAS;1919;0;139;12;556;63;0;11;11;1801;505;25;0;183;14;0;0;0;0;0;35
GO;SANTO ANTONIO DA BARRA;775;0;52;16;165;36;0;8;20;390;44;20;0;49;22;0;0;0;0;1;4
GO;SANTO ANTONIO DE GOIAS;1673;0;119;16;351;107;0;18;9;626;93;25;0;242;22;0;0;0;0;1;25
GO;SANTO ANTONIO DO DESCOBERTO;5863;0;353;27;742;364;9;23;86;3017;915;205;0;1134;21;1;1;0;3;6;17
GO;SAO DOMINGOS;952;0;60;10;306;41;0;5;13;878;242;41;0;65;11;0;0;0;0;1;4
GO;SAO FRANCISCO DE GOIAS;1314;0;70;6;328;41;0;13;7;672;185;16;0;129;7;0;0;0;0;0;10
GO;SAO JOAO D'ALIANCA;1659;0;184;74;473;94;0;10;8;555;89;27;0;183;132;0;0;0;0;2;23
GO;SAO JOAO DA PARAUNA;483;0;29;3;152;16;0;14;5;345;41;3;0;75;0;0;0;0;0;1;3
GO;SAO LUIS DE MONTES BELOS;11421;0;551;120;2748;443;0;677;48;6176;2220;111;0;1557;161;0;0;0;0;1;132
GO;SAO LUIZ DO NORTE;920;0;78;15;232;31;0;6;7;542;135;30;0;110;23;0;0;0;0;1;5
GO;SAO MIGUEL DO ARAGUAIA;5813;0;416;146;1945;272;0;227;31;3520;1673;84;0;1109;161;0;1;0;0;1;85
GO;SAO MIGUEL DO PASSA QUATRO;855;0;66;6;261;27;0;2;6;509;60;7;0;50;10;0;0;0;0;0;6
GO;SAO PATRICIO;417;0;23;4;105;18;0;6;2;297;80;6;0;47;4;0;0;0;0;0;4
GO;SAO SIMAO;4528;0;270;91;994;226;0;141;60;1928;1122;85;0;662;149;1;2;0;1;5;52
GO;SENADOR CANEDO;30503;0;1323;463;3637;1332;0;757;135;18340;3950;136;0;2770;1181;0;3;0;11;8;271
GO;SERRANOPOLIS;1495;0;150;48;619;105;0;8;20;565;156;29;0;240;78;0;0;0;0;0;18
GO;SILVANIA;6050;0;538;232;2103;302;0;66;53;2912;895;62;0;488;370;0;2;0;0;0;88
GO;SIMOLANDIA;1333;0;173;30;336;35;0;19;6;639;211;13;0;127;22;0;0;0;0;0;7
GO;SITIO D'ABADIA;274;0;15;1;98;12;0;2;4;161;10;9;0;16;1;0;0;0;0;0;3
GO;TAQUARAL DE GOIAS;1016;0;41;1;282;36;0;5;9;419;178;10;0;79;1;0;0;0;0;0;7
GO;TERESINA DE GOIAS;340;0;21;0;70;20;0;1;2;151;15;2;0;25;0;0;0;0;0;0;9
GO;TEREZOPOLIS DE GOIAS;1587;0;136;23;334;79;0;8;7;625;166;31;0;200;27;0;0;0;0;0;12
GO;TRES RANCHOS;796;0;38;15;208;36;0;2;12;288;69;5;0;113;14;0;0;0;0;0;14
GO;TRINDADE;33425;0;1492;275;4664;1498;4;1224;102;19477;5302;203;0;3732;341;1;5;0;0;29;292
GO;TROMBAS;493;0;49;1;189;16;0;7;6;705;115;13;0;48;1;0;0;0;0;0;0
GO;TURVANIA;1277;0;81;22;324;49;0;22;8;680;102;12;0;188;32;0;0;0;0;0;9
GO;TURVELANDIA;925;0;114;56;218;39;0;4;11;244;79;28;0;81;166;0;0;0;1;1;5
GO;UIRAPURU;495;0;23;0;130;33;0;4;8;303;42;7;0;31;0;0;0;0;0;0;1
GO;URUACU;11799;0;802;480;2846;522;0;164;49;7322;4059;110;0;2196;798;0;1;0;7;12;181
GO;URUANA;4055;0;352;14;1167;157;0;90;11;2333;912;23;0;467;18;0;0;0;0;1;25
GO;URUTAI;827;0;35;2;245;40;0;51;2;365;60;12;0;66;3;0;0;0;0;0;5
GO;VALPARAISO DE GOIAS;21126;0;873;111;2531;1143;0;74;259;6511;704;295;0;6373;154;0;5;0;2;15;263
GO;VARJAO;977;0;76;2;286;44;0;13;4;684;91;9;0;81;5;0;0;0;0;0;4
GO;VIANOPOLIS;5177;0;679;216;1670;305;0;45;48;1836;364;54;0;508;339;0;1;0;1;1;72
GO;VICENTINOPOLIS;2116;0;223;247;589;73;0;10;8;1148;447;86;0;358;443;0;0;0;0;0;23
GO;VILA BOA;408;0;48;5;92;14;0;1;4;212;34;36;0;23;18;0;0;0;0;0;0
GO;VILA PROPICIO;513;0;63;5;158;28;0;1;18;221;21;30;0;58;3;0;0;0;0;1;4
MA;ACAILANDIA;11844;0;1886;369;4108;529;0;255;144;19650;6836;364;0;765;542;1;3;0;16;31;164
MA;AFONSO CUNHA;78;0;12;0;47;3;0;0;1;524;57;7;0;1;1;0;0;0;0;0;1
MA;AGUA DOCE DO MARANHAO;73;0;7;0;52;9;0;0;5;522;36;11;0;2;0;0;0;0;0;0;3
MA;ALCANTARA;397;0;55;2;199;29;0;0;31;1314;124;64;0;0;3;0;1;0;0;0;6
MA;ALDEIAS ALTAS;448;0;44;1;139;13;0;0;4;2257;256;28;0;43;4;0;0;0;0;1;3
MA;ALTAMIRA DO MARANHAO;222;0;28;1;105;4;0;0;3;986;184;4;0;3;0;0;0;0;0;0;6
MA;ALTO ALEGRE DO MARANHAO;844;0;85;17;236;18;0;8;37;2947;556;3;0;33;22;0;0;0;0;0;15
MA;ALTO ALEGRE DO PINDARE;507;0;58;0;240;13;0;3;18;2950;141;13;0;7;1;0;0;0;0;0;4
MA;ALTO PARNAIBA;209;0;103;21;306;36;0;0;5;1466;437;11;0;15;48;0;0;0;0;0;13
MA;AMAPA DO MARANHAO;151;0;23;3;61;6;0;0;3;594;66;4;0;1;2;0;0;0;0;0;2
MA;AMARANTE DO MARANHAO;752;0;157;2;642;41;0;6;12;6402;823;11;0;29;2;0;0;0;0;0;10
MA;ANAJATUBA;700;0;50;1;225;35;0;3;6;2788;360;13;0;15;2;0;0;0;0;0;17
MA;ANAPURUS;534;0;67;29;281;28;0;0;3;1136;202;26;0;10;40;0;0;0;0;0;15
MA;APICUM-ACU;225;0;17;2;142;14;0;0;13;696;206;5;0;2;0;0;0;0;0;0;2
MA;ARAGUANA;288;0;24;4;104;3;0;2;1;1015;112;9;0;10;1;0;0;0;0;0;1
MA;ARAIOSES;129;0;36;3;80;6;0;0;8;1500;135;29;0;3;4;0;0;0;0;0;2
MA;ARAME;440;0;135;2;397;30;0;9;10;4402;694;4;0;15;4;0;0;0;0;0;9
MA;ARARI;1108;0;109;5;361;61;0;26;15;4271;1331;14;0;26;5;0;0;0;0;0;9
MA;AXIXA;335;0;36;1;173;7;0;1;8;1764;119;17;0;3;0;0;0;0;0;2;3
MA;BACABAL;7737;0;1183;86;2372;328;0;323;115;24783;7210;97;0;416;133;2;1;0;0;12;238
MA;BACABEIRA;1148;0;157;45;310;41;0;8;14;1346;325;87;0;43;62;0;1;0;0;0;12
MA;BACURI;242;0;19;0;106;16;0;0;8;690;164;9;0;0;0;0;0;0;0;0;6
MA;BACURITUBA;42;0;8;0;33;3;0;0;0;649;68;6;0;0;0;0;1;0;0;0;1
MA;BALSAS;12094;0;2247;1185;6071;562;0;112;99;27623;9919;228;0;1376;2628;4;2;0;2;8;392
MA;BARAO DE GRAJAU;324;0;95;6;195;14;0;2;5;1937;390;12;0;6;7;0;0;0;0;1;4
MA;BARRA DO CORDA;4234;0;846;52;2484;271;0;30;44;21970;3883;33;0;147;63;0;0;0;0;3;132
MA;BARREIRINHAS;900;0;121;9;1503;155;0;6;12;5900;665;33;0;27;11;0;0;0;0;3;111
MA;BELA VISTA DO MARANHAO;661;0;61;4;182;10;0;4;6;1751;181;5;0;31;4;0;0;0;0;1;2
MA;BELAGUA;98;0;4;0;65;4;0;0;6;275;28;3;0;1;0;0;0;0;0;0;3
MA;BENEDITO LEITE;43;0;7;0;34;3;0;0;6;162;12;2;0;4;0;0;0;0;0;0;0
MA;BEQUIMAO;455;0;104;5;212;30;0;1;20;2139;392;18;0;3;10;0;0;0;0;0;8
MA;BERNARDO DO MEARIM;141;0;40;0;92;5;0;2;2;1210;228;5;0;6;1;0;0;0;0;0;3
MA;BOA VISTA DO GURUPI;163;0;15;0;46;6;0;0;6;398;41;4;0;1;0;0;0;0;0;0;4
MA;BOM JARDIM;907;0;206;26;386;27;0;2;12;5320;444;15;0;42;26;0;0;0;0;3;17
MA;BOM JESUS DAS SELVAS;720;0;166;7;342;32;0;3;5;3803;324;15;0;24;10;0;0;0;0;0;5
MA;BOM LUGAR;351;0;42;1;208;14;0;0;14;1876;133;13;0;6;1;0;0;0;0;0;9
MA;BREJO;816;0;92;16;379;21;0;1;18;2166;314;14;0;16;35;0;0;0;0;1;20
MA;BREJO DE AREIA;62;0;30;0;91;2;0;0;6;1344;95;8;0;1;0;0;0;0;0;0;0
MA;BURITI;378;0;38;2;181;13;0;4;12;2904;353;20;0;6;4;0;0;0;0;0;2
MA;BURITI BRAVO;384;0;60;0;226;29;0;1;7;2679;203;9;0;9;0;0;0;0;0;2;8
MA;BURITICUPU;2473;0;539;42;1119;65;0;14;64;12862;1651;36;0;96;66;0;0;0;0;3;33
MA;BURITIRANA;339;0;37;1;204;19;0;10;7;1966;169;3;0;19;0;0;0;0;0;0;2
MA;CACHOEIRA GRANDE;132;0;11;0;90;2;0;0;2;551;12;11;0;1;0;0;0;0;0;0;1
MA;CAJAPIO;149;0;11;0;54;6;0;0;1;934;76;5;0;1;0;0;0;0;0;2;2
MA;CAJARI;255;0;15;2;100;8;0;1;3;1337;63;6;0;6;1;0;0;0;0;0;3
MA;CAMPESTRE DO MARANHAO;743;0;52;5;259;27;0;3;22;1816;273;57;0;129;1;0;0;0;0;0;2
MA;CANDIDO MENDES;119;0;20;0;95;11;0;0;6;1043;79;5;0;0;0;0;0;0;0;0;0
MA;CANTANHEDE;459;0;37;2;136;20;0;2;5;1367;253;9;0;5;0;0;0;0;0;0;10
MA;CAPINZAL DO NORTE;422;0;42;2;149;15;0;1;22;1919;242;4;0;11;3;0;0;0;0;2;5
MA;CAROLINA;1579;0;145;14;828;93;0;4;12;3808;1555;21;0;138;11;0;0;0;0;1;67
MA;CARUTAPERA;281;0;50;1;154;16;0;0;27;1746;312;14;0;13;0;0;0;0;0;0;7
MA;CAXIAS;10998;0;979;104;2831;466;0;228;91;36100;7282;202;0;283;148;6;0;0;0;12;203
MA;CEDRAL;166;0;20;0;106;11;0;0;1;780;142;8;0;0;0;0;0;0;0;0;2
MA;CENTRAL DO MARANHAO;111;0;16;0;62;2;0;0;6;455;53;4;0;1;0;0;0;0;0;0;0
MA;CENTRO DO GUILHERME;206;0;31;1;98;1;0;0;0;930;43;7;0;5;0;0;0;0;0;0;2
MA;CENTRO NOVO DO MARANHAO;369;0;38;2;176;12;0;0;2;1432;60;9;0;3;1;0;0;0;0;1;8
MA;CHAPADINHA;3853;0;437;44;1468;209;0;83;33;13950;3650;39;0;93;45;0;0;0;0;2;135
MA;CIDELANDIA;622;0;85;4;272;11;0;3;9;2151;504;19;0;53;12;0;0;0;0;1;3
MA;CODO;3977;0;799;90;1196;173;0;80;31;26158;4978;60;0;107;161;0;0;0;1;6;67
MA;COELHO NETO;1075;0;142;7;388;59;0;9;22;8499;1458;50;0;29;10;0;0;0;0;4;17
MA;COLINAS;1236;0;224;23;711;59;0;2;32;7029;790;36;0;52;45;0;0;0;0;0;43
MA;CONCEICAO DO LAGO-ACU;224;0;31;0;122;11;0;1;5;996;75;2;0;7;0;0;0;0;0;0;0
MA;COROATA;1860;0;258;12;583;104;0;1;67;7590;1225;35;0;42;18;0;0;0;0;2;47
MA;CURURUPU;477;0;51;1;243;35;1;1;13;2300;352;14;0;1;1;0;0;0;0;6;7
MA;DAVINOPOLIS;703;0;126;2;134;27;0;121;7;1746;391;7;0;35;5;0;0;0;0;0;9
MA;DOM PEDRO;1369;0;458;46;810;49;0;11;13;5381;1316;41;0;63;96;0;0;0;0;3;24
MA;DUQUE BACELAR;115;0;6;0;62;7;0;1;3;772;63;9;0;0;0;0;0;0;0;1;5
MA;ESPERANTINOPOLIS;438;0;80;2;230;13;0;1;27;4593;492;8;0;3;2;0;0;0;0;1;22
MA;ESTREITO;2316;0;298;142;1093;110;0;12;36;6370;2056;43;0;220;254;0;1;0;0;0;61
MA;FEIRA NOVA DO MARANHAO;225;0;29;1;174;12;0;0;2;1024;98;11;0;11;2;0;0;0;0;0;0
MA;FERNANDO FALCAO;115;0;25;0;139;11;0;0;2;801;60;10;0;4;8;0;0;0;0;0;0
MA;FORMOSA DA SERRA NEGRA;437;0;57;3;567;58;0;1;8;3050;294;8;0;21;3;0;1;0;0;0;15
MA;FORTALEZA DOS NOGUEIRAS;655;0;127;14;461;33;0;0;15;2718;570;12;0;16;17;0;0;0;0;0;17
MA;FORTUNA;401;0;50;0;297;26;0;0;21;2174;195;4;0;6;0;0;0;0;0;2;12
MA;GODOFREDO VIANA;137;0;13;0;80;7;0;0;17;750;86;11;0;4;0;0;0;0;0;0;2
MA;GONCALVES DIAS;568;0;94;6;234;21;0;3;11;1944;327;14;0;9;7;0;0;0;0;0;5
MA;GOVERNADOR ARCHER;257;0;36;1;108;14;0;1;12;1255;180;9;0;5;0;0;0;0;0;0;1
MA;GOVERNADOR EDISON LOBAO;1029;0;126;22;323;35;0;30;0;1925;312;24;0;68;26;0;0;0;0;0;6
MA;GOVERNADOR EUGENIO BARROS;531;0;59;2;228;12;0;5;13;1594;211;21;0;1;4;0;0;0;0;1;3
MA;GOVERNADOR LUIZ ROCHA;247;0;26;0;155;10;0;0;4;837;49;5;0;5;0;0;0;0;0;0;4
MA;GOVERNADOR NEWTON BELLO;246;0;22;1;109;2;0;1;1;1364;75;2;0;8;1;0;0;0;0;0;2
MA;GOVERNADOR NUNES FREIRE;913;0;121;9;347;26;0;1;8;2666;398;8;0;23;6;0;0;0;0;0;17
MA;GRACA ARANHA;294;0;20;1;135;9;0;1;6;881;163;3;0;1;0;0;0;0;0;0;2
MA;GRAJAU;3572;0;619;178;2085;184;0;15;59;13638;2509;71;0;140;238;0;1;0;0;5;62
MA;GUIMARAES;186;0;19;0;118;13;0;2;4;745;104;18;0;1;0;0;0;0;0;0;1
MA;HUMBERTO DE CAMPOS;249;0;23;0;323;17;0;0;14;864;84;9;0;15;0;0;1;0;0;0;10
MA;ICATU;293;0;32;2;180;19;1;0;4;1314;34;15;0;2;2;0;0;0;0;0;5
MA;IGARAPE DO MEIO;535;0;55;3;134;13;0;0;7;1723;190;17;0;9;1;0;0;0;0;1;8
MA;IGARAPE GRANDE;301;0;75;4;111;27;0;6;12;2196;358;14;0;4;6;0;0;0;0;1;7
MA;IMPERATRIZ;51820;0;4796;897;13202;2635;0;5124;330;60057;24730;610;0;3799;1993;7;3;0;1;62;1151
MA;ITAIPAVA DO GRAJAU;175;0;34;0;123;6;0;0;11;964;58;10;0;7;0;0;0;0;0;0;4
MA;ITAPECURU MIRIM;3079;0;444;35;850;132;1;332;43;8497;2062;46;0;80;60;0;1;0;0;4;50
MA;ITINGA DO MARANHAO;1309;0;178;118;526;44;0;10;9;4667;1882;23;0;133;216;1;0;0;0;7;16
MA;JATOBA;155;0;8;0;137;11;0;0;4;581;52;19;0;2;0;0;0;0;0;0;2
MA;JENIPAPO DOS VIEIRAS;208;0;72;0;223;8;0;0;7;1354;58;13;0;1;2;0;0;0;0;0;2
MA;JOAO LISBOA;1506;0;151;12;538;66;0;159;13;3762;825;18;0;71;11;0;0;0;0;1;14
MA;JOSELANDIA;345;0;88;11;232;14;0;3;17;2855;393;8;0;4;17;0;0;0;0;0;3
MA;JUNCO DO MARANHAO;190;0;21;0;48;6;0;1;15;569;33;5;0;2;1;0;0;0;0;0;1
MA;LAGO DA PEDRA;1671;0;310;13;868;77;0;7;64;13395;1943;26;0;52;13;0;0;0;0;2;46
MA;LAGO DO JUNCO;219;0;20;0;95;9;0;0;3;1388;119;13;0;1;0;0;0;0;0;0;5
MA;LAGO DOS RODRIGUES;322;0;53;11;165;8;0;3;10;2591;241;8;0;5;18;0;0;0;0;0;5
MA;LAGO VERDE;471;0;39;1;179;7;0;0;1;1956;276;11;0;13;2;0;0;0;0;2;5
MA;LAGOA DO MATO;127;0;32;0;132;7;0;0;1;1676;55;12;0;0;0;0;1;0;0;0;4
MA;LAGOA GRANDE DO MARANHAO;140;0;49;0;120;8;0;0;4;1391;57;3;0;2;0;0;0;0;0;0;0
MA;LAJEADO NOVO;306;0;27;1;186;8;0;0;9;957;137;5;0;24;1;0;0;0;0;0;2
MA;LIMA CAMPOS;486;0;101;12;164;24;0;6;37;2557;498;13;0;32;25;0;1;0;0;0;11
MA;LORETO;271;0;39;10;222;9;0;0;13;1194;190;12;0;14;11;0;0;0;0;1;7
MA;LUIS DOMINGUES;81;0;5;0;45;6;0;0;2;573;76;3;0;2;1;0;0;0;0;0;1
MA;MAGALHAES DE ALMEIDA;130;0;19;0;66;7;0;0;2;806;107;13;0;2;0;0;0;0;0;0;5
MA;MARACACUME;783;0;93;7;301;32;0;2;60;2937;452;9;0;18;10;0;0;0;0;2;18
MA;MARAJA DO SENA;22;0;19;0;60;2;0;0;0;798;12;2;0;2;0;0;0;0;0;0;0
MA;MARANHAOZINHO;351;0;74;3;109;5;0;1;2;1013;103;4;0;17;8;0;0;0;0;0;4
MA;MATA ROMA;561;0;65;0;254;33;0;2;6;1531;278;22;0;1;1;0;0;0;0;1;11
MA;MATINHA;529;0;65;1;275;27;0;3;26;2966;444;14;0;8;2;0;0;0;0;0;10
MA;MATOES;386;0;55;2;184;10;0;1;7;2214;208;26;0;9;2;0;0;0;0;1;6
MA;MATOES DO NORTE;208;0;16;3;55;5;0;1;5;424;53;6;0;6;4;0;0;0;0;0;1
MA;MILAGRES DO MARANHAO;74;0;11;0;44;7;0;0;3;205;14;10;0;0;0;0;0;0;0;0;2
MA;MIRADOR;330;0;64;3;295;29;0;0;7;1594;112;5;0;5;10;0;0;0;0;1;7
MA;MIRANDA DO NORTE;1107;0;155;15;366;42;0;12;13;1818;428;15;0;32;6;0;0;0;0;0;11
MA;MIRINZAL;359;0;57;1;198;22;0;0;5;1561;330;7;0;3;1;0;0;0;0;1;12
MA;MONCAO;418;0;41;0;164;20;0;3;12;2223;192;16;0;11;2;0;0;0;0;0;4
MA;MONTES ALTOS;380;0;45;0;199;10;0;1;3;1276;139;4;0;19;0;0;0;0;0;0;5
MA;MORROS;355;0;39;1;266;13;0;1;6;1721;103;12;0;11;0;0;0;0;0;2;12
MA;NINA RODRIGUES;168;0;18;1;60;10;0;1;3;745;79;8;0;2;1;0;0;0;0;0;1
