UF;MUNICIPIO;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
BA;BOA NOVA;766;0;48;14;198;47;0;0;66;394;39;26;0;13;16;0;0;0;0;0;7
BA;BOA VISTA DO TUPIM;992;0;82;2;292;60;0;0;26;1276;118;27;0;28;2;0;0;0;0;0;3
BA;BOM JESUS DA LAPA;6166;0;542;92;2290;293;0;44;99;13415;1391;175;0;322;128;11;2;0;0;20;164
BA;BOM JESUS DA SERRA;538;0;48;2;157;34;0;0;74;362;16;27;0;4;2;0;0;0;0;0;2
BA;BONINAL;1504;0;109;17;553;55;0;1;38;1004;96;47;0;15;22;0;0;0;0;1;15
BA;BONITO;1229;0;136;4;415;38;0;0;22;463;43;29;0;16;7;0;0;0;0;1;10
BA;BOQUIRA;1576;0;146;5;584;56;0;0;20;2608;203;80;0;11;7;0;0;0;0;1;9
BA;BOTUPORA;1058;0;82;3;314;31;0;0;11;911;135;50;0;8;5;0;0;0;0;1;18
BA;BREJOES;1254;0;113;26;298;59;0;0;17;801;63;42;0;18;29;0;0;0;0;1;7
BA;BREJOLANDIA;517;0;42;0;199;18;0;0;11;1337;62;23;0;19;2;0;0;0;0;0;1
BA;BROTAS DE MACAUBAS;975;0;45;1;365;64;0;0;67;635;32;26;0;12;1;0;0;0;0;0;6
BA;BRUMADO;13458;0;2001;1004;4035;454;0;16;298;16756;2020;389;0;351;1570;3;5;0;4;11;216
BA;BUERAREMA;1457;0;169;5;415;67;0;3;13;1421;126;61;0;53;4;0;0;0;0;4;11
BA;BURITIRAMA;566;0;48;0;317;39;0;0;21;650;68;28;0;10;0;0;0;0;0;1;6
BA;CAATIBA;412;0;21;2;103;33;0;1;9;482;14;5;0;9;2;0;0;0;0;1;1
BA;CABACEIRAS DO PARAGUACU;920;0;116;9;212;33;0;1;33;1294;107;74;0;28;15;0;0;0;0;1;14
BA;CACHOEIRA;2823;0;155;12;445;238;0;2;134;1916;161;94;0;119;8;4;0;0;0;2;41
BA;CACULE;3260;0;478;58;1331;107;0;1;51;2840;410;55;0;69;59;0;0;0;1;2;66
BA;CAEM;726;0;37;1;189;29;0;0;31;900;23;21;0;18;0;0;0;0;0;0;4
BA;CAETANOS;489;0;106;4;217;16;0;0;15;634;22;21;0;2;2;0;0;0;0;1;2
BA;CAETITE;8278;0;713;93;2919;424;0;4;195;4797;1009;230;0;165;173;0;1;0;1;0;120
BA;CAFARNAUM;1388;0;94;6;442;61;0;0;12;1442;89;57;0;14;17;0;0;0;0;0;20
BA;CAIRU;285;0;25;1;197;54;0;4;20;345;17;15;0;19;0;0;0;0;0;5;28
BA;CALDEIRAO GRANDE;954;0;40;2;150;33;0;1;14;1141;55;22;0;16;2;0;0;0;0;0;0
BA;CAMACAN;2443;0;213;28;726;104;1;0;32;2412;320;56;0;101;35;1;0;0;0;1;29
BA;CAMACARI;50295;0;2646;1102;7109;3686;3;2137;623;25057;4929;1165;0;2216;1906;39;11;0;8;41;922
BA;CAMAMU;2320;0;202;13;689;187;1;2;62;2567;284;49;0;62;9;0;2;0;0;0;54
BA;CAMPO ALEGRE DE LOURDES;288;0;54;9;213;29;0;0;10;1357;115;22;0;3;20;0;0;0;0;0;12
BA;CAMPO FORMOSO;6825;0;385;114;2523;523;0;7;55;7489;594;168;0;91;140;3;0;0;0;2;71
BA;CANAPOLIS;384;0;31;4;256;20;0;0;33;1288;58;18;0;31;3;0;0;0;0;0;3
BA;CANARANA;2575;0;222;46;639;57;0;0;45;2179;107;52;0;31;91;0;1;0;0;2;27
BA;CANAVIEIRAS;1946;0;117;1;684;154;0;21;22;2726;284;24;0;101;1;0;2;0;1;13;54
BA;CANDEAL;333;0;33;0;77;17;0;0;25;556;41;24;0;27;0;0;0;0;0;2;0
BA;CANDEIAS;12381;0;905;1106;1653;794;2;49;410;5789;2418;446;0;399;2321;1;2;0;6;4;134
BA;CANDIBA;1626;0;83;8;490;24;0;0;1;979;147;28;0;20;15;0;0;0;0;1;12
BA;CANDIDO SALES;2805;0;351;34;822;95;0;4;69;1531;210;58;0;88;42;0;0;0;0;2;16
BA;CANSANCAO;3326;0;230;16;815;99;0;1;71;2798;429;96;0;122;17;0;0;0;0;1;29
BA;CANUDOS;1081;0;69;3;334;44;0;3;14;1270;95;56;0;22;0;0;0;0;0;0;6
BA;CAPELA DO ALTO ALEGRE;984;0;92;17;205;35;0;0;33;1359;73;34;0;56;15;0;0;0;0;1;5
BA;CAPIM GROSSO;5197;0;740;140;1395;314;0;1;112;6793;908;148;0;351;205;0;0;0;0;4;82
BA;CARAIBAS;682;0;87;7;175;11;0;0;47;364;33;25;0;14;9;0;0;0;0;1;6
BA;CARAVELAS;1334;0;55;18;293;70;0;5;24;1094;335;38;0;86;104;0;0;0;0;1;21
BA;CARDEAL DA SILVA;632;0;38;0;109;12;0;0;12;510;47;37;0;23;0;0;0;0;0;0;5
BA;CARINHANHA;1825;0;145;27;669;82;0;1;59;2984;84;60;0;55;39;0;0;0;0;3;29
BA;CASA NOVA;4261;0;454;10;2043;186;0;2;233;7506;302;254;0;113;33;0;0;0;0;11;57
BA;CASTRO ALVES;2024;0;179;44;482;138;0;6;29;2560;411;86;0;100;54;0;0;0;0;5;18
BA;CATOLANDIA;207;0;14;0;63;9;0;0;3;213;24;12;0;10;0;0;1;0;0;0;0
BA;CATU;7639;0;461;193;1374;510;2;12;143;4597;1617;145;0;515;347;1;0;0;16;11;79
BA;CATURAMA;798;0;61;4;219;19;0;0;12;899;66;23;0;5;5;0;0;0;0;2;4
BA;CENTRAL;1659;0;107;14;338;53;0;0;36;1252;71;19;0;7;19;0;0;0;0;2;15
BA;CHORROCHO;492;0;53;0;150;19;0;0;7;610;18;17;0;11;2;0;0;0;0;0;4
BA;CICERO DANTAS;2820;0;160;7;768;95;0;3;36;4788;991;73;0;159;14;0;0;0;0;15;48
BA;CIPO;1637;0;58;2;221;57;0;3;14;2902;668;31;0;200;3;0;0;0;0;7;11
BA;COARACI;1839;0;125;2;483;124;0;4;12;1333;152;38;0;73;1;0;0;0;0;1;19
BA;COCOS;1542;0;122;7;767;95;0;5;6;2494;144;49;0;40;18;0;0;0;0;2;15
BA;CONCEICAO DA FEIRA;1921;0;263;21;348;103;0;15;147;2309;232;27;0;55;52;0;0;0;0;3;24
BA;CONCEICAO DO ALMEIDA;1492;0;152;5;350;63;0;0;48;1495;207;47;0;36;2;0;0;0;0;0;11
BA;CONCEICAO DO COITE;10378;0;692;96;2107;483;0;18;194;8922;2546;187;0;404;121;1;1;0;0;10;141
BA;CONCEICAO DO JACUIPE;4135;0;442;140;933;327;0;61;170;4678;1550;42;0;232;214;0;0;0;0;20;69
BA;CONDE;1232;0;66;0;297;80;0;9;29;1801;294;28;0;69;3;0;0;0;0;1;14
BA;CONDEUBA;1657;0;133;19;495;57;0;2;59;1237;234;73;0;32;13;0;0;0;0;0;9
BA;CONTENDAS DO SINCORA;326;0;40;1;107;9;0;0;10;424;34;14;0;9;1;0;0;0;0;0;2
BA;CORACAO DE MARIA;2100;0;152;25;512;113;0;10;65;2822;577;76;0;69;20;0;0;0;0;2;34
BA;CORDEIROS;774;0;40;7;218;37;0;0;21;570;55;23;0;16;8;0;0;0;0;0;15
BA;CORIBE;1035;0;62;1;529;49;0;0;25;1597;77;32;0;33;6;0;1;0;0;1;11
BA;CORONEL JOAO SA;281;0;20;4;77;10;0;0;2;1631;75;27;0;6;6;0;0;0;0;0;3
BA;CORRENTINA;2451;0;247;37;1179;177;0;11;56;5247;656;111;0;127;69;0;0;0;0;4;25
BA;COTEGIPE;625;0;77;2;334;34;0;0;22;974;249;28;0;33;1;0;0;0;0;0;6
BA;CRAVOLANDIA;302;0;29;0;73;13;0;0;9;298;8;11;0;2;0;0;0;0;0;0;0
BA;CRISOPOLIS;1155;0;76;5;245;47;0;0;41;2212;216;56;0;31;8;0;0;0;0;2;4
BA;CRISTOPOLIS;1075;0;88;18;533;32;0;1;15;958;176;37;0;59;27;0;0;0;0;0;8
BA;CRUZ DAS ALMAS;11744;0;1247;132;2205;600;0;89;411;13487;2071;126;0;566;197;0;2;0;0;13;178
BA;CURACA;1152;0;112;1;578;61;0;4;61;2149;65;56;0;45;5;1;0;0;0;0;17
BA;DARIO MEIRA;566;0;27;1;150;38;0;0;27;520;6;6;0;7;1;0;0;0;0;0;4
BA;DIAS D'AVILA;12005;0;790;549;1529;764;0;624;168;5063;1176;442;0;591;1005;3;3;0;3;12;132
BA;DOM BASILIO;1209;0;399;39;505;37;0;0;38;2485;64;45;0;7;39;0;0;0;0;2;10
BA;DOM MACEDO COSTA;416;0;18;1;77;41;0;4;30;506;38;10;0;14;0;0;0;0;0;0;9
BA;ELISIO MEDRADO;804;0;51;0;149;30;0;8;36;859;56;18;0;18;0;0;0;0;0;0;5
BA;ENCRUZILHADA;1272;0;99;10;450;61;0;1;49;1043;74;20;0;30;7;1;0;0;0;1;12
BA;ENTRE RIOS;3779;0;295;39;834;149;0;8;120;3539;767;158;0;216;40;0;0;0;0;7;53
BA;ERICO CARDOSO;796;0;46;4;323;44;0;1;20;1126;40;32;0;3;4;0;0;0;0;0;10
BA;ESPLANADA;2741;0;158;15;585;121;0;7;50;2725;752;127;0;165;17;0;0;0;0;5;27
BA;EUCLIDES DA CUNHA;5761;0;362;35;1343;291;0;10;118;6674;791;295;0;185;32;2;0;0;1;20;129
BA;EUNAPOLIS;18524;0;1692;242;4827;1072;1;277;126;18165;6125;573;0;1628;310;14;2;0;2;39;325
BA;FATIMA;629;0;25;0;154;29;0;1;13;1328;196;27;0;15;0;0;0;0;0;2;6
BA;FEIRA DA MATA;394;0;20;1;127;19;0;2;9;591;18;15;0;8;4;0;0;0;0;0;3
BA;FEIRA DE SANTANA;138731;0;10140;2475;24490;8497;10;5158;1644;85022;24755;1459;0;6261;3132;147;16;0;24;213;3011
BA;FILADELFIA;1432;0;171;12;320;42;0;0;16;1999;83;35;0;51;10;0;0;0;0;0;7
BA;FIRMINO ALVES;423;0;24;1;70;17;0;0;3;247;7;4;0;14;2;0;0;0;0;0;1
BA;FLORESTA AZUL;708;0;54;0;138;62;0;1;9;528;53;4;0;29;0;0;0;0;1;0;4
BA;FORMOSA DO RIO PRETO;1423;0;185;76;703;92;0;1;15;2096;772;39;0;121;161;1;0;0;1;4;38
BA;GANDU;4460;0;351;16;1023;512;0;5;254;4120;553;42;0;103;22;0;19;0;0;12;53
BA;GAVIAO;375;0;32;0;104;21;0;0;21;438;14;11;0;23;1;0;0;0;0;0;3
BA;GENTIO DO OURO;546;0;32;1;417;61;0;0;21;690;12;13;0;4;3;0;1;0;0;1;1
BA;GLORIA;1248;0;76;5;402;25;0;5;27;1907;125;52;0;26;6;0;0;0;0;0;13
BA;GONGOGI;365;0;22;0;53;36;0;0;9;245;10;4;0;4;0;0;0;0;0;0;1
BA;GOVERNADOR MANGABEIRA;2987;0;371;27;464;109;0;5;57;3016;420;60;0;105;40;9;0;0;0;9;26
BA;GUAJERU;615;0;35;3;137;14;0;0;32;446;39;16;0;3;3;0;0;0;0;0;3
BA;GUANAMBI;17992;0;1475;208;5867;638;0;48;124;21470;3367;247;0;494;327;0;1;0;0;15;361
BA;GUARATINGA;1167;0;99;3;399;87;0;1;10;1947;180;42;0;36;2;0;0;0;0;2;11
BA;HELIOPOLIS;589;0;23;3;114;17;0;0;12;830;156;23;0;14;2;0;0;0;0;3;4
BA;IACU;2120;0;184;11;527;75;0;3;43;2459;332;53;0;48;16;0;0;0;0;0;14
BA;IBIASSUCE;1191;0;115;16;438;37;0;0;25;934;140;32;0;14;27;0;0;0;0;1;12
BA;IBICARAI;2366;0;161;18;465;197;0;11;32;1627;222;40;0;107;5;0;0;0;0;4;38
BA;IBICOARA;1968;0;302;18;930;81;0;1;125;2092;144;105;0;44;26;0;1;0;1;3;24
BA;IBICUI;1059;0;66;4;327;68;0;3;28;1233;91;21;0;30;5;0;0;0;0;3;13
BA;IBIPEBA;1238;0;75;2;392;42;0;0;33;887;64;24;0;8;4;0;0;0;0;1;11
BA;IBIPITANGA;1361;0;126;20;521;48;0;2;41;2270;298;54;0;8;37;0;0;0;0;1;10
BA;IBIQUERA;239;0;12;3;46;10;0;0;8;232;6;6;0;2;0;0;0;0;0;0;1
BA;IBIRAPITANGA;1253;0;78;4;333;140;0;1;76;874;76;27;0;19;3;0;0;0;0;1;5
BA;IBIRAPUA;721;0;125;24;231;26;0;1;9;799;112;28;0;70;43;0;1;0;0;0;15
BA;IBIRATAIA;1540;0;98;14;395;187;0;1;61;2046;222;23;0;44;22;1;0;0;0;1;16
BA;IBITIARA;1630;0;142;16;557;50;0;0;68;1659;94;64;0;15;26;0;0;0;0;0;9
BA;IBITITA;1646;0;65;2;314;65;1;0;19;984;37;33;0;15;0;0;0;0;0;1;7
BA;IBOTIRAMA;3716;0;346;74;1095;132;0;63;99;4428;859;46;0;229;132;0;0;0;0;17;69
BA;ICHU;695;0;43;0;124;21;0;0;26;951;69;19;0;40;0;0;0;0;0;1;2
BA;IGAPORA;1439;0;118;18;600;45;0;0;47;876;75;51;0;18;25;0;0;0;0;4;11
BA;IGRAPIUNA;566;0;51;0;172;50;0;0;48;955;29;28;0;3;0;0;1;0;0;0;6
BA;IGUAI;1445;0;73;0;450;100;0;2;54;1614;85;61;0;38;0;0;0;0;0;0;16
BA;ILHEUS;24058;0;931;102;4394;1799;0;196;230;13490;1792;328;0;1018;155;0;4;0;9;78;551
BA;INHAMBUPE;2956;0;259;6;629;197;0;7;113;4315;809;130;0;136;16;0;0;0;0;11;44
BA;IPECAETA;737;0;35;3;99;31;1;1;13;779;39;57;0;8;13;0;1;0;0;0;6
BA;IPIAU;5752;0;467;21;1393;435;0;37;80;6391;1170;103;0;195;29;3;0;0;1;11;129
BA;IPIRA;5204;0;508;114;1728;250;0;13;93;9635;542;174;0;218;198;0;0;0;0;11;70
BA;IPUPIARA;798;0;101;7;552;77;0;0;34;1150;37;15;0;21;5;0;0;1;0;4;22
BA;IRAJUBA;495;0;48;2;153;24;0;0;9;447;44;24;0;9;3;0;0;0;0;0;2
BA;IRAMAIA;516;0;51;9;184;22;0;0;21;560;41;23;0;6;21;0;0;0;0;1;2
BA;IRAQUARA;2461;0;168;40;678;77;0;0;49;1548;69;62;0;32;54;0;0;0;0;3;18
BA;IRARA;3051;0;197;24;517;133;0;10;37;3374;439;98;0;75;28;0;0;0;0;4;13
BA;IRECE;14161;0;1232;166;3765;643;0;176;167;14206;2044;308;0;494;221;15;1;0;0;50;359
BA;ITABELA;2879;0;366;29;988;161;0;4;27;3836;701;149;0;206;33;0;0;0;0;6;43
BA;ITABERABA;8038;0;704;100;2268;470;0;160;132;10622;3006;124;0;267;133;3;2;0;0;12;97
BA;ITABUNA;37760;0;2102;254;7029;2399;6;843;126;24033;5766;818;0;1818;747;3;5;0;2;63;721
BA;ITACARE;1268;0;74;3;369;159;0;3;48;1314;139;12;0;57;1;0;0;0;0;10;63
BA;ITAETE;903;0;86;0;358;42;0;0;32;1293;78;31;0;15;0;0;0;0;0;2;4
BA;ITAGI;666;0;47;0;241;35;0;0;5;1058;64;15;0;7;0;0;0;0;0;0;6
BA;ITAGIBA;914;0;49;8;265;78;0;2;77;892;92;30;0;19;6;0;0;0;0;0;8
BA;ITAGIMIRIM;600;0;61;10;185;31;0;3;4;472;58;11;0;68;17;0;0;0;0;1;5
BA;ITAGUACU DA BAHIA;749;0;38;3;186;12;0;1;19;653;19;9;0;15;3;0;0;0;0;0;2
BA;ITAJU DO COLONIA;326;0;25;1;106;25;0;0;3;473;13;8;0;11;1;0;0;0;0;0;0
BA;ITAJUIPE;2008;0;82;3;339;262;0;10;40;1424;141;31;0;82;2;1;0;0;0;3;15
BA;ITAMARAJU;7879;0;571;57;2588;389;0;75;77;10049;2115;203;0;404;67;1;0;0;2;12;116
BA;ITAMARI;466;0;50;1;128;61;0;0;13;839;55;2;0;5;0;0;0;0;0;0;2
BA;ITAMBE;1552;0;81;2;346;120;0;6;78;1167;118;17;0;52;8;0;0;1;0;4;8
BA;ITANAGRA;272;0;35;1;60;14;0;0;2;309;27;13;0;13;0;0;0;0;0;0;3
BA;ITANHEM;1858;0;100;16;733;71;0;1;12;2322;127;33;0;56;17;0;0;0;0;1;25
BA;ITAPARICA;1694;0;50;5;150;182;0;26;35;985;125;32;0;44;9;0;0;0;0;2;19
BA;ITAPE;674;0;38;4;148;36;0;2;1;781;30;6;0;26;0;0;0;0;0;0;3
BA;ITAPEBI;716;0;71;3;180;31;0;1;5;434;53;8;0;37;3;0;0;0;0;1;5
BA;ITAPETINGA;8562;0;546;32;2002;502;0;30;79;8440;1194;164;0;308;45;19;1;0;0;5;112
BA;ITAPICURU;731;0;60;7;207;61;0;1;21;1239;123;70;0;15;19;0;0;0;0;1;12
BA;ITAPITANGA;388;0;13;0;105;30;0;0;6;453;20;6;0;8;0;0;0;0;0;1;4
BA;ITAQUARA;567;0;41;0;159;17;0;0;11;377;12;16;0;11;10;0;0;0;0;1;2
BA;ITARANTIM;1098;0;117;4;411;64;0;0;19;1784;66;9;0;54;21;0;0;0;0;2;14
BA;ITATIM;1746;0;258;111;462;82;0;0;46;1956;345;42;0;84;81;0;0;0;0;1;17
BA;ITIRUCU;1344;0;140;6;297;55;0;0;23;1063;152;29;0;24;11;0;0;0;0;0;2
BA;ITIUBA;2552;0;183;11;644;97;0;1;64;3309;303;102;0;51;12;0;0;0;0;1;9
BA;ITORORO;1663;0;106;1;462;135;0;2;37;1203;153;30;0;134;6;0;0;0;0;0;21
BA;ITUACU;1511;0;232;17;743;68;0;1;91;1999;230;67;0;27;27;0;0;0;0;2;23
BA;ITUBERA;1914;0;177;4;660;185;0;8;39;2979;402;49;0;61;4;0;0;0;1;1;48
BA;IUIU;633;0;58;7;279;25;0;1;17;1297;30;23;0;8;19;0;0;0;0;0;2
BA;JABORANDI;532;0;110;19;364;39;0;1;1;1173;30;35;0;25;38;0;0;0;0;0;3
BA;JACARACI;1305;0;65;12;379;51;0;0;24;607;50;39;0;8;22;0;0;0;0;0;16
BA;JACOBINA;13198;0;915;71;3693;695;0;8;195;13349;1587;359;0;478;89;11;0;0;0;28;233
BA;JAGUAQUARA;5311;0;732;76;1851;364;0;5;72;6016;497;98;0;137;100;0;2;0;0;7;74
BA;JAGUARARI;3693;0;363;21;1041;274;0;6;114;3127;354;109;0;120;43;1;0;0;1;5;27
BA;JAGUARIPE;727;0;71;1;225;98;0;6;44;1001;14;47;0;16;1;0;0;0;0;1;4
BA;JANDAIRA;328;0;42;6;79;25;0;2;7;428;27;20;0;25;4;0;0;0;0;0;9
BA;JEQUIE;25218;0;2094;353;5673;1747;0;24;249;28023;8578;433;0;624;452;78;1;0;0;80;418
BA;JEREMOABO;2599;0;114;12;681;94;0;7;41;5514;295;69;0;116;23;0;1;0;0;5;14
BA;JIQUIRICA;1254;0;70;0;357;69;0;1;32;1994;120;29;0;19;1;0;0;0;0;1;9
BA;JITAUNA;834;0;45;3;252;55;0;0;17;951;102;25;0;11;0;0;0;0;0;0;12
BA;JOAO DOURADO;2777;0;202;3;628;61;0;0;60;2026;117;59;0;32;6;3;0;0;0;6;25
BA;JUAZEIRO;42025;0;3308;305;11383;2280;3;472;1140;44330;4435;1286;0;1559;571;15;7;0;2;47;858
BA;JUCURUCU;339;0;22;0;151;21;0;0;5;1003;30;10;0;3;3;0;0;0;1;1;5
BA;JUSSARA;1415;0;89;1;387;42;0;1;29;1707;71;26;0;11;0;0;0;0;0;2;13
BA;JUSSARI;349;0;17;0;114;11;0;0;2;448;20;5;0;11;0;0;0;0;0;0;1
BA;JUSSIAPE;654;0;73;2;323;31;0;0;37;1268;35;32;0;8;2;0;0;0;0;0;10
BA;LAFAIETE COUTINHO;218;0;31;0;81;7;0;0;4;346;24;11;0;6;0;0;0;0;0;1;3
BA;LAGEDO DO TABOCAL;620;0;63;3;171;20;0;0;9;573;27;15;0;9;0;0;0;0;0;1;5
BA;LAGOA REAL;1074;0;118;10;527;53;0;1;32;564;33;41;0;16;10;0;0;0;0;1;7
BA;LAJE;1579;0;216;6;488;158;0;5;114;2758;212;55;0;52;7;0;0;0;0;0;12
BA;LAJEDAO;459;0;8;2;103;11;0;0;2;256;31;14;0;40;4;0;0;0;0;0;6
BA;LAJEDINHO;211;0;15;1;74;13;0;0;8;237;27;17;0;4;0;0;0;0;0;0;0
BA;LAMARAO;374;0;15;2;46;62;0;0;17;571;25;10;0;33;2;0;0;0;0;0;4
BA;LAPAO;2535;0;201;6;536;42;3;2;27;2144;98;63;0;55;9;0;0;0;0;1;16
BA;LAURO DE FREITAS;47604;0;2551;333;8316;4897;1;548;529;14458;1745;771;0;2104;503;12;12;0;14;78;2149
BA;LENCOIS;858;0;54;6;215;89;0;1;28;1632;121;7;0;47;7;1;0;0;0;7;27
BA;LICINIO DE ALMEIDA;1454;0;131;6;428;39;0;1;30;1062;98;23;0;16;5;0;0;0;0;1;13
BA;LIVRAMENTO DE NOSSA SENHORA;5303;0;619;53;2195;232;0;7;86;10357;391;163;0;77;69;0;1;0;0;19;93
BA;LUIS EDUARDO MAGALHAES;20401;0;2443;2975;8239;1515;0;37;168;12976;4781;351;0;2485;5671;21;5;0;10;42;1216
BA;MACAJUBA;575;0;42;1;192;25;0;1;36;757;76;48;0;6;2;0;0;0;0;1;1
BA;MACARANI;1271;0;102;3;385;56;0;1;15;1801;41;20;0;28;3;0;0;0;1;0;9
BA;MACAUBAS;4153;0;312;31;1549;165;0;3;61;6241;942;301;0;48;37;0;1;0;0;1;73
BA;MACURURE;307;0;34;0;138;10;0;0;6;342;10;16;0;8;1;0;0;0;0;0;10
BA;MADRE DE DEUS;1842;0;113;74;304;160;0;35;50;552;240;38;0;90;113;0;0;0;1;2;40
BA;MAETINGA;501;0;58;2;161;14;0;0;16;337;26;19;0;7;2;0;0;0;0;0;0
BA;MAIQUINIQUE;580;0;58;2;252;38;0;0;11;875;21;20;0;23;0;0;0;0;0;6;7
BA;MAIRI;1446;0;97;3;421;74;0;2;37;1250;42;50;0;55;6;0;0;0;0;0;7
BA;MALHADA;713;0;53;3;279;23;0;1;30;1588;54;28;0;12;3;0;0;0;0;3;7
BA;MALHADA DE PEDRAS;925;0;112;38;235;20;0;0;50;1041;57;42;0;16;56;0;0;0;0;0;9
BA;MANOEL VITORINO;755;0;81;45;267;71;0;0;27;616;54;25;0;9;39;0;0;0;0;1;11
BA;MANSIDAO;241;0;27;2;144;27;0;0;0;283;9;13;0;3;3;0;1;0;0;0;2
BA;MARACAS;2985;0;305;29;992;156;0;1;49;2536;211;82;0;66;29;0;0;0;1;3;29
BA;MARAGOGIPE;2505;0;188;1;407;132;0;2;52;3121;97;104;0;55;2;0;0;0;0;2;18
BA;MARAU;397;0;62;2;230;77;0;0;7;883;29;14;0;21;0;0;1;0;0;1;51
BA;MARCIONILIO SOUZA;716;0;51;1;200;36;0;1;28;634;48;20;0;11;0;0;0;0;0;0;4
BA;MASCOTE;674;0;61;4;197;27;0;1;10;602;40;14;0;47;13;0;0;0;0;1;3
BA;MATA DE SAO JOAO;5183;0;379;51;843;333;0;132;109;4028;607;179;0;234;74;0;0;0;3;38;101
BA;MATINA;806;0;32;2;250;11;0;0;24;684;62;58;0;5;2;0;0;0;0;0;2
BA;MEDEIROS NETO;2497;0;140;26;751;93;0;25;26;2796;436;80;0;136;26;3;0;0;1;3;39
BA;MIGUEL CALMON;2536;0;101;3;840;105;0;2;64;2354;186;55;0;70;2;3;0;0;0;1;14
BA;MILAGRES;1279;0;185;36;236;58;0;5;15;841;124;29;0;44;36;0;0;0;0;2;10
BA;MIRANGABA;825;0;83;1;305;40;0;1;20;1256;30;58;0;11;3;0;0;0;0;1;1
BA;MIRANTE;440;0;88;12;249;33;0;0;42;427;17;29;0;3;7;0;0;0;0;0;2
BA;MONTE SANTO;3752;0;393;19;1235;146;0;0;106;2800;233;222;0;59;21;0;0;0;0;1;40
BA;MORPARA;247;0;24;2;189;29;0;1;24;254;32;10;0;5;4;0;0;0;0;0;2
BA;MORRO DO CHAPEU;3547;0;239;7;939;171;0;0;76;1602;187;41;0;83;9;2;3;0;0;2;40
BA;MORTUGABA;1459;0;84;6;392;48;0;0;10;955;54;31;0;14;7;0;0;0;0;0;21
BA;MUCUGE;1442;0;122;20;627;118;0;1;36;1052;57;87;0;49;36;0;1;0;0;2;34
BA;MUCURI;3734;0;197;205;749;170;0;17;60;2062;759;124;0;286;849;0;3;0;1;6;57
BA;MULUNGU DO MORRO;968;0;98;11;250;19;0;0;12;619;31;21;0;8;24;0;0;0;0;0;3
BA;MUNDO NOVO;1630;0;83;6;364;60;0;1;36;1110;71;35;0;29;5;0;0;0;0;0;10
BA;MUNIZ FERREIRA;707;0;67;3;129;69;0;9;45;710;16;11;0;27;5;0;0;0;0;3;8
BA;MUQUEM DO SAO FRANCISCO;422;0;56;35;172;13;0;1;25;404;30;34;0;29;54;0;1;0;0;2;6
BA;MURITIBA;3011;0;164;24;402;190;0;4;54;3232;447;51;0;109;42;1;0;0;3;1;30
BA;MUTUIPE;2916;0;191;10;880;153;0;2;112;4372;538;72;0;77;5;0;0;0;0;1;23
BA;NAZARE;2883;0;286;22;633;170;0;33;81;3534;311;66;0;132;22;0;0;0;0;13;27
BA;NILO PECANHA;652;0;52;0;196;69;0;1;53;1019;50;31;0;9;0;0;0;0;0;0;8
BA;NORDESTINA;1005;0;98;2;280;28;0;0;20;625;53;35;0;31;3;0;0;0;0;1;3
BA;NOVA CANAA;820;0;74;3;272;42;0;0;42;635;17;21;0;31;6;0;0;0;0;1;9
BA;NOVA FATIMA;962;0;97;24;174;29;0;0;22;898;78;15;0;53;23;0;0;0;0;1;6
BA;NOVA IBIA;370;0;26;0;66;39;0;0;19;466;34;8;0;3;0;0;2;0;0;1;2
BA;NOVA ITARANA;538;0;39;6;101;7;0;1;11;329;25;11;0;8;1;0;0;0;0;0;2
BA;NOVA REDENCAO;416;0;32;0;128;7;0;0;14;559;15;10;0;10;0;0;0;0;0;1;10
BA;NOVA SOURE;1820;0;97;26;275;105;1;1;19;2138;227;45;0;72;26;0;0;0;0;0;5
BA;NOVA VICOSA;3912;0;197;56;866;140;0;16;46;2505;731;83;0;363;77;0;0;0;0;6;40
BA;NOVO HORIZONTE;1129;0;75;4;641;40;0;0;24;1889;109;28;0;6;2;0;0;0;1;0;22
BA;NOVO TRIUNFO;384;0;19;0;90;27;0;0;6;996;47;4;0;19;1;0;0;0;0;0;6
BA;OLINDINA;1942;0;126;22;320;76;0;0;50;2174;343;80;0;57;26;0;0;0;0;1;13
BA;OLIVEIRA DOS BREJINHOS;1766;0;168;17;770;106;0;4;71;1947;155;67;0;46;30;0;0;0;0;7;12
BA;OURICANGAS;371;0;25;3;57;11;0;1;9;295;14;25;0;18;8;0;0;0;0;0;1
BA;OUROLANDIA;1510;0;109;11;513;58;0;1;43;1493;99;19;0;45;12;0;0;0;0;4;14
BA;PALMAS DE MONTE ALTO;1878;0;96;5;604;41;0;0;16;1954;52;64;0;11;7;0;1;0;0;3;7
BA;PALMEIRAS;1158;0;71;4;357;97;0;0;41;858;45;11;0;30;4;0;1;0;0;1;39
BA;PARAMIRIM;2798;0;268;133;836;101;0;1;55;2798;324;100;0;37;247;0;0;0;0;1;37
BA;PARATINGA;1475;0;105;5;633;52;0;0;53;1954;151;62;0;19;2;0;0;0;0;10;17
