UF;MUNICIPIO;TIPO DE VEICULO;QUANTIDADE
GO;RIANAPOLIS;TRATOR ESTEI;0
GO;RIO QUENTE;TRATOR ESTEI;0
GO;RIO VERDE;TRATOR ESTEI;0
GO;RUBIATABA;TRATOR ESTEI;0
GO;SANCLERLANDIA;TRATOR ESTEI;0
GO;SANTA BARBARA DE GOIAS;TRATOR ESTEI;0
GO;SANTA CRUZ DE GOIAS;TRATOR ESTEI;0
GO;SANTA FE DE GOIAS;TRATOR ESTEI;0
GO;SANTA HELENA DE GOIAS;TRATOR ESTEI;0
GO;SANTA ISABEL;TRATOR ESTEI;0
GO;SANTA RITA DO ARAGUAIA;TRATOR ESTEI;0
GO;SANTA RITA DO NOVO DESTINO;TRATOR ESTEI;0
GO;SANTA ROSA DE GOIAS;TRATOR ESTEI;0
GO;SANTA TEREZA DE GOIAS;TRATOR ESTEI;0
GO;SANTA TEREZINHA DE GOIAS;TRATOR ESTEI;0
GO;SANTO ANTONIO DA BARRA;TRATOR ESTEI;0
GO;SANTO ANTONIO DE GOIAS;TRATOR ESTEI;0
GO;SANTO ANTONIO DO DESCOBERTO;TRATOR ESTEI;0
GO;SAO DOMINGOS;TRATOR ESTEI;0
GO;SAO FRANCISCO DE GOIAS;TRATOR ESTEI;0
GO;SAO JOAO D'ALIANCA;TRATOR ESTEI;0
GO;SAO JOAO DA PARAUNA;TRATOR ESTEI;0
GO;SAO LUIS DE MONTES BELOS;TRATOR ESTEI;0
GO;SAO LUIZ DO NORTE;TRATOR ESTEI;0
GO;SAO MIGUEL DO ARAGUAIA;TRATOR ESTEI;0
GO;SAO MIGUEL DO PASSA QUATRO;TRATOR ESTEI;0
GO;SAO PATRICIO;TRATOR ESTEI;0
GO;SAO SIMAO;TRATOR ESTEI;0
GO;SENADOR CANEDO;TRATOR ESTEI;0
GO;SERRANOPOLIS;TRATOR ESTEI;0
GO;SILVANIA;TRATOR ESTEI;0
GO;SIMOLANDIA;TRATOR ESTEI;0
GO;SITIO D'ABADIA;TRATOR ESTEI;0
GO;TAQUARAL DE GOIAS;TRATOR ESTEI;0
GO;TERESINA DE GOIAS;TRATOR ESTEI;0
GO;TEREZOPOLIS DE GOIAS;TRATOR ESTEI;0
GO;TRES RANCHOS;TRATOR ESTEI;0
GO;TRINDADE;TRATOR ESTEI;0
GO;TROMBAS;TRATOR ESTEI;0
GO;TURVANIA;TRATOR ESTEI;0
GO;TURVELANDIA;TRATOR ESTEI;0
GO;UIRAPURU;TRATOR ESTEI;0
GO;URUACU;TRATOR ESTEI;0
GO;URUANA;TRATOR ESTEI;0
GO;URUTAI;TRATOR ESTEI;0
GO;VALPARAISO DE GOIAS;TRATOR ESTEI;0
GO;VARJAO;TRATOR ESTEI;0
GO;VIANOPOLIS;TRATOR ESTEI;0
GO;VICENTINOPOLIS;TRATOR ESTEI;0
GO;VILA BOA;TRATOR ESTEI;0
GO;VILA PROPICIO;TRATOR ESTEI;0
PI;ACAUA;TRATOR ESTEI;0
PI;AGRICOLANDIA;TRATOR ESTEI;0
PI;AGUA BRANCA;TRATOR ESTEI;0
PI;ALAGOINHA DO PIAUI;TRATOR ESTEI;0
PI;ALEGRETE DO PIAUI;TRATOR ESTEI;0
PI;ALTO LONGA;TRATOR ESTEI;0
PI;ALTOS;TRATOR ESTEI;0
PI;ALVORADA DO GURGUEIA;TRATOR ESTEI;0
PI;AMARANTE;TRATOR ESTEI;0
PI;ANGICAL DO PIAUI;TRATOR ESTEI;0
PI;ANISIO DE ABREU;TRATOR ESTEI;0
PI;ANTONIO ALMEIDA;TRATOR ESTEI;0
PI;AROAZES;TRATOR ESTEI;0
PI;AROEIRAS DO ITAIM;TRATOR ESTEI;0
PI;ARRAIAL;TRATOR ESTEI;0
PI;ASSUNCAO DO PIAUI;TRATOR ESTEI;0
PI;AVELINO LOPES;TRATOR ESTEI;0
PI;BAIXA GRANDE DO RIBEIRO;TRATOR ESTEI;0
PI;BARRA D'ALCANTARA;TRATOR ESTEI;0
PI;BARRAS;TRATOR ESTEI;0
PI;BARREIRAS DO PIAUI;TRATOR ESTEI;0
PI;BARRO DURO;TRATOR ESTEI;0
PI;BATALHA;TRATOR ESTEI;0
PI;BELA VISTA DO PIAUI;TRATOR ESTEI;0
PI;BELEM DO PIAUI;TRATOR ESTEI;0
PI;BENEDITINOS;TRATOR ESTEI;0
PI;BERTOLINIA;TRATOR ESTEI;0
PI;BETANIA DO PIAUI;TRATOR ESTEI;0
PI;BOA HORA;TRATOR ESTEI;0
PI;BOCAINA;TRATOR ESTEI;0
PI;BOM JESUS;TRATOR ESTEI;0
PI;BOM PRINCIPIO DO PIAUI;TRATOR ESTEI;0
PI;BONFIM DO PIAUI;TRATOR ESTEI;0
PI;BOQUEIRAO DO PIAUI;TRATOR ESTEI;0
PI;BRASILEIRA;TRATOR ESTEI;0
PI;BREJO DO PIAUI;TRATOR ESTEI;0
PI;BURITI DOS LOPES;TRATOR ESTEI;0
PI;BURITI DOS MONTES;TRATOR ESTEI;0
PI;CABECEIRAS DO PIAUI;TRATOR ESTEI;0
PI;CAJAZEIRAS DO PIAUI;TRATOR ESTEI;0
PI;CAJUEIRO DA PRAIA;TRATOR ESTEI;0
PI;CALDEIRAO GRANDE DO PIAUI;TRATOR ESTEI;0
PI;CAMPINAS DO PIAUI;TRATOR ESTEI;0
PI;CAMPO ALEGRE DO FIDALGO;TRATOR ESTEI;0
PI;CAMPO GRANDE DO PIAUI;TRATOR ESTEI;0
PI;CAMPO LARGO DO PIAUI;TRATOR ESTEI;0
PI;CAMPO MAIOR;TRATOR ESTEI;0
PI;CANAVIEIRA;TRATOR ESTEI;0
PI;CANTO DO BURITI;TRATOR ESTEI;0
PI;CAPITAO DE CAMPOS;TRATOR ESTEI;0
PI;CAPITAO GERVASIO OLIVEIRA;TRATOR ESTEI;0
PI;CARACOL;TRATOR ESTEI;0
PI;CARAUBAS DO PIAUI;TRATOR ESTEI;0
PI;CARIDADE DO PIAUI;TRATOR ESTEI;0
PI;CASTELO DO PIAUI;TRATOR ESTEI;0
PI;CAXINGO;TRATOR ESTEI;0
PI;COCAL;TRATOR ESTEI;0
PI;COCAL DE TELHA;TRATOR ESTEI;0
PI;COCAL DOS ALVES;TRATOR ESTEI;0
PI;COIVARAS;TRATOR ESTEI;0
PI;COLONIA DO GURGUEIA;TRATOR ESTEI;0
PI;COLONIA DO PIAUI;TRATOR ESTEI;0
PI;CONCEICAO DO CANINDE;TRATOR ESTEI;0
PI;CORONEL JOSE DIAS;TRATOR ESTEI;0
PI;CORRENTE;TRATOR ESTEI;0
PI;CRISTALANDIA DO PIAUI;TRATOR ESTEI;0
PI;CRISTINO CASTRO;TRATOR ESTEI;0
PI;CURIMATA;TRATOR ESTEI;0
PI;CURRAIS;TRATOR ESTEI;0
PI;CURRAL NOVO DO PIAUI;TRATOR ESTEI;0
PI;CURRALINHOS;TRATOR ESTEI;0
PI;DEMERVAL LOBAO;TRATOR ESTEI;0
PI;DIRCEU ARCOVERDE;TRATOR ESTEI;0
PI;DOM EXPEDITO LOPES;TRATOR ESTEI;0
PI;DOM INOCENCIO;TRATOR ESTEI;0
PI;DOMINGOS MOURAO;TRATOR ESTEI;0
PI;ELESBAO VELOSO;TRATOR ESTEI;0
PI;ELISEU MARTINS;TRATOR ESTEI;0
PI;ESPERANTINA;TRATOR ESTEI;0
PI;FARTURA DO PIAUI;TRATOR ESTEI;0
PI;FLORES DO PIAUI;TRATOR ESTEI;0
PI;FLORESTA DO PIAUI;TRATOR ESTEI;0
PI;FLORIANO;TRATOR ESTEI;0
PI;FRANCINOPOLIS;TRATOR ESTEI;0
PI;FRANCISCO AYRES;TRATOR ESTEI;0
PI;FRANCISCO MACEDO;TRATOR ESTEI;0
PI;FRANCISCO SANTOS;TRATOR ESTEI;0
PI;FRONTEIRAS;TRATOR ESTEI;0
PI;GEMINIANO;TRATOR ESTEI;0
PI;GILBUES;TRATOR ESTEI;0
PI;GUADALUPE;TRATOR ESTEI;0
PI;GUARIBAS;TRATOR ESTEI;0
PI;HUGO NAPOLEAO;TRATOR ESTEI;0
PI;ILHA GRANDE;TRATOR ESTEI;0
PI;INHUMA;TRATOR ESTEI;0
PI;IPIRANGA DO PIAUI;TRATOR ESTEI;0
PI;ISAIAS COELHO;TRATOR ESTEI;0
PI;ITAINOPOLIS;TRATOR ESTEI;0
PI;ITAUEIRA;TRATOR ESTEI;0
PI;JACOBINA DO PIAUI;TRATOR ESTEI;0
PI;JAICOS;TRATOR ESTEI;0
PI;JARDIM DO MULATO;TRATOR ESTEI;0
PI;JATOBA DO PIAUI;TRATOR ESTEI;0
PI;JERUMENHA;TRATOR ESTEI;0
PI;JOAO COSTA;TRATOR ESTEI;0
PI;JOAQUIM PIRES;TRATOR ESTEI;0
PI;JOCA MARQUES;TRATOR ESTEI;0
PI;JOSE DE FREITAS;TRATOR ESTEI;0
PI;JUAZEIRO DO PIAUI;TRATOR ESTEI;0
PI;JULIO BORGES;TRATOR ESTEI;0
PI;JUREMA;TRATOR ESTEI;0
PI;LAGOA ALEGRE;TRATOR ESTEI;0
PI;LAGOA DE SAO FRANCISCO;TRATOR ESTEI;0
PI;LAGOA DO BARRO DO PIAUI;TRATOR ESTEI;0
PI;LAGOA DO PIAUI;TRATOR ESTEI;0
PI;LAGOA DO SITIO;TRATOR ESTEI;0
PI;LAGOINHA DO PIAUI;TRATOR ESTEI;0
PI;LANDRI SALES;TRATOR ESTEI;0
PI;LUIS CORREIA;TRATOR ESTEI;0
PI;LUZILANDIA;TRATOR ESTEI;0
PI;MADEIRO;TRATOR ESTEI;0
PI;MANOEL EMIDIO;TRATOR ESTEI;0
PI;MARCOLANDIA;TRATOR ESTEI;0
PI;MARCOS PARENTE;TRATOR ESTEI;0
PI;MASSAPE DO PIAUI;TRATOR ESTEI;0
PI;MATIAS OLIMPIO;TRATOR ESTEI;0
PI;MIGUEL ALVES;TRATOR ESTEI;0
PI;MIGUEL LEAO;TRATOR ESTEI;0
PI;MILTON BRANDAO;TRATOR ESTEI;0
PI;MONSENHOR GIL;TRATOR ESTEI;0
PI;MONSENHOR HIPOLITO;TRATOR ESTEI;0
PI;MONTE ALEGRE DO PIAUI;TRATOR ESTEI;0
PI;MORRO CABECA NO TEMPO;TRATOR ESTEI;0
PI;MORRO DO CHAPEU DO PIAUI;TRATOR ESTEI;0
PI;MURICI DOS PORTELAS;TRATOR ESTEI;0
PI;NAZARE DO PIAUI;TRATOR ESTEI;0
PI;NAZARIA;TRATOR ESTEI;0
PI;NOSSA SENHORA DE NAZARE;TRATOR ESTEI;0
PI;NOSSA SENHORA DOS REMEDIOS;TRATOR ESTEI;0
PI;NOVA SANTA RITA;TRATOR ESTEI;0
PI;NOVO ORIENTE DO PIAUI;TRATOR ESTEI;0
PI;NOVO SANTO ANTONIO;TRATOR ESTEI;0
PI;OEIRAS;TRATOR ESTEI;0
PI;OLHO D'AGUA DO PIAUI;TRATOR ESTEI;0
PI;PADRE MARCOS;TRATOR ESTEI;0
PI;PAES LANDIM;TRATOR ESTEI;0
PI;PAJEU DO PIAUI;TRATOR ESTEI;0
PI;PALMEIRA DO PIAUI;TRATOR ESTEI;0
PI;PALMEIRAIS;TRATOR ESTEI;0
PI;PAQUETA;TRATOR ESTEI;0
PI;PARNAGUA;TRATOR ESTEI;0
PI;PARNAIBA;TRATOR ESTEI;0
PI;PASSAGEM FRANCA DO PIAUI;TRATOR ESTEI;0
PI;PATOS DO PIAUI;TRATOR ESTEI;0
PI;PAU D'ARCO DO PIAUI;TRATOR ESTEI;0
PI;PAULISTANA;TRATOR ESTEI;0
PI;PAVUSSU;TRATOR ESTEI;0
PI;PEDRO II;TRATOR ESTEI;0
PI;PEDRO LAURENTINO;TRATOR ESTEI;0
PI;PICOS;TRATOR ESTEI;0
PI;PIMENTEIRAS;TRATOR ESTEI;0
PI;PIO IX;TRATOR ESTEI;0
PI;PIRACURUCA;TRATOR ESTEI;0
PI;PIRIPIRI;TRATOR ESTEI;0
PI;PORTO;TRATOR ESTEI;0
PI;PORTO ALEGRE DO PIAUI;TRATOR ESTEI;0
PI;PRATA DO PIAUI;TRATOR ESTEI;0
PI;QUEIMADA NOVA;TRATOR ESTEI;0
PI;REDENCAO DO GURGUEIA;TRATOR ESTEI;0
PI;REGENERACAO;TRATOR ESTEI;0
PI;RIACHO FRIO;TRATOR ESTEI;0
PI;RIBEIRA DO PIAUI;TRATOR ESTEI;0
PI;RIBEIRO GONCALVES;TRATOR ESTEI;0
PI;RIO GRANDE DO PIAUI;TRATOR ESTEI;0
PI;SANTA CRUZ DO PIAUI;TRATOR ESTEI;0
PI;SANTA CRUZ DOS MILAGRES;TRATOR ESTEI;0
PI;SANTA FILOMENA;TRATOR ESTEI;0
PI;SANTA LUZ;TRATOR ESTEI;0
PI;SANTA ROSA DO PIAUI;TRATOR ESTEI;0
PI;SANTANA DO PIAUI;TRATOR ESTEI;0
PI;SANTO ANTONIO DE LISBOA;TRATOR ESTEI;0
PI;SANTO ANTONIO DOS MILAGRES;TRATOR ESTEI;0
PI;SANTO INACIO DO PIAUI;TRATOR ESTEI;0
PI;SAO BRAZ DO PIAUI;TRATOR ESTEI;0
PI;SAO FELIX DO PIAUI;TRATOR ESTEI;0
PI;SAO FRANCISCO DE ASSIS DO PIAU;TRATOR ESTEI;0
PI;SAO FRANCISCO DO PIAUI;TRATOR ESTEI;0
PI;SAO GONCALO DO GURGUEIA;TRATOR ESTEI;0
PI;SAO GONCALO DO PIAUI;TRATOR ESTEI;0
PI;SAO JOAO DA CANABRAVA;TRATOR ESTEI;0
PI;SAO JOAO DA FRONTEIRA;TRATOR ESTEI;0
PI;SAO JOAO DA SERRA;TRATOR ESTEI;0
PI;SAO JOAO DA VARJOTA;TRATOR ESTEI;0
PI;SAO JOAO DO ARRAIAL;TRATOR ESTEI;0
PI;SAO JOAO DO PIAUI;TRATOR ESTEI;0
PI;SAO JOSE DO DIVINO;TRATOR ESTEI;0
PI;SAO JOSE DO PEIXE;TRATOR ESTEI;0
PI;SAO JOSE DO PIAUI;TRATOR ESTEI;0
PI;SAO JULIAO;TRATOR ESTEI;0
PI;SAO LOURENCO DO PIAUI;TRATOR ESTEI;0
PI;SAO LUIS DO PIAUI;TRATOR ESTEI;0
PI;SAO MIGUEL DA BAIXA GRANDE;TRATOR ESTEI;0
PI;SAO MIGUEL DO FIDALGO;TRATOR ESTEI;0
PI;SAO MIGUEL DO TAPUIO;TRATOR ESTEI;0
PI;SAO PEDRO DO PIAUI;TRATOR ESTEI;0
PI;SAO RAIMUNDO NONATO;TRATOR ESTEI;0
PI;SEBASTIAO BARROS;TRATOR ESTEI;0
PI;SEBASTIAO LEAL;TRATOR ESTEI;0
PI;SIGEFREDO PACHECO;TRATOR ESTEI;0
PI;SIMOES;TRATOR ESTEI;0
PI;SIMPLICIO MENDES;TRATOR ESTEI;0
PI;SOCORRO DO PIAUI;TRATOR ESTEI;0
PI;SUSSUAPARA;TRATOR ESTEI;0
PI;TAMBORIL DO PIAUI;TRATOR ESTEI;0
PI;TANQUE DO PIAUI;TRATOR ESTEI;0
PI;TERESINA;TRATOR ESTEI;0
PI;UNIAO;TRATOR ESTEI;0
PI;URUCUI;TRATOR ESTEI;0
PI;VALENCA DO PIAUI;TRATOR ESTEI;0
PI;VARZEA BRANCA;TRATOR ESTEI;0
PI;VARZEA GRANDE;TRATOR ESTEI;0
PI;VERA MENDES;TRATOR ESTEI;0
PI;VILA NOVA DO PIAUI;TRATOR ESTEI;0
PI;WALL FERRAZ;TRATOR ESTEI;0
PB;AGUA BRANCA;TRATOR ESTEI;0
PB;AGUIAR;TRATOR ESTEI;0
PB;ALAGOA GRANDE;TRATOR ESTEI;0
PB;ALAGOA NOVA;TRATOR ESTEI;0
PB;ALAGOINHA;TRATOR ESTEI;0
PB;ALCANTIL;TRATOR ESTEI;0
PB;ALGODAO DE JANDAIRA;TRATOR ESTEI;0
PB;ALHANDRA;TRATOR ESTEI;0
PB;AMPARO;TRATOR ESTEI;0
PB;APARECIDA;TRATOR ESTEI;0
PB;ARACAGI;TRATOR ESTEI;0
PB;ARARA;TRATOR ESTEI;0
PB;ARARUNA;TRATOR ESTEI;0
PB;AREIA;TRATOR ESTEI;0
PB;AREIA DE BARAUNAS;TRATOR ESTEI;0
PB;AREIAL;TRATOR ESTEI;0
PB;AROEIRAS;TRATOR ESTEI;0
PB;ASSUNCAO;TRATOR ESTEI;0
PB;BAIA DA TRAICAO;TRATOR ESTEI;0
PB;BANANEIRAS;TRATOR ESTEI;0
PB;BARAUNA;TRATOR ESTEI;0
PB;BARRA DE SANTA ROSA;TRATOR ESTEI;0
PB;BARRA DE SANTANA;TRATOR ESTEI;0
PB;BARRA DE SAO MIGUEL;TRATOR ESTEI;0
PB;BAYEUX;TRATOR ESTEI;0
PB;BELEM;TRATOR ESTEI;0
PB;BELEM DO BREJO DO CRUZ;TRATOR ESTEI;0
PB;BERNARDINO BATISTA;TRATOR ESTEI;0
PB;BOA VENTURA;TRATOR ESTEI;0
PB;BOA VISTA;TRATOR ESTEI;0
PB;BOM JESUS;TRATOR ESTEI;0
PB;BOM SUCESSO;TRATOR ESTEI;0
PB;BONITO DE SANTA FE;TRATOR ESTEI;0
PB;BOQUEIRAO;TRATOR ESTEI;0
PB;BORBOREMA;TRATOR ESTEI;0
PB;BREJO DO CRUZ;TRATOR ESTEI;0
PB;BREJO DOS SANTOS;TRATOR ESTEI;0
PB;CAAPORA;TRATOR ESTEI;0
PB;CABACEIRAS;TRATOR ESTEI;0
PB;CABEDELO;TRATOR ESTEI;0
PB;CACHOEIRA DOS INDIOS;TRATOR ESTEI;0
PB;CACIMBA DE AREIA;TRATOR ESTEI;0
PB;CACIMBA DE DENTRO;TRATOR ESTEI;0
PB;CACIMBAS;TRATOR ESTEI;0
PB;CAICARA;TRATOR ESTEI;0
PB;CAJAZEIRAS;TRATOR ESTEI;0
PB;CAJAZEIRINHAS;TRATOR ESTEI;0
PB;CALDAS BRANDAO;TRATOR ESTEI;0
PB;CAMALAU;TRATOR ESTEI;0
PB;CAMPINA GRANDE;TRATOR ESTEI;0
PB;CAPIM;TRATOR ESTEI;0
PB;CARAUBAS;TRATOR ESTEI;0
PB;CARRAPATEIRA;TRATOR ESTEI;0
PB;CASSERENGUE;TRATOR ESTEI;0
PB;CATINGUEIRA;TRATOR ESTEI;0
PB;CATOLE DO ROCHA;TRATOR ESTEI;0
PB;CATURITE;TRATOR ESTEI;0
PB;CONCEICAO;TRATOR ESTEI;0
PB;CONDADO;TRATOR ESTEI;0
PB;CONDE;TRATOR ESTEI;0
PB;CONGO;TRATOR ESTEI;0
PB;COREMAS;TRATOR ESTEI;0
PB;COXIXOLA;TRATOR ESTEI;0
PB;CRUZ DO ESPIRITO SANTO;TRATOR ESTEI;0
PB;CUBATI;TRATOR ESTEI;0
PB;CUITE;TRATOR ESTEI;0
PB;CUITE DE MAMANGUAPE;TRATOR ESTEI;0
PB;CUITEGI;TRATOR ESTEI;0
PB;CURRAL DE CIMA;TRATOR ESTEI;0
PB;CURRAL VELHO;TRATOR ESTEI;0
PB;DAMIAO;TRATOR ESTEI;0
PB;DESTERRO;TRATOR ESTEI;0
PB;DIAMANTE;TRATOR ESTEI;0
PB;DONA INES;TRATOR ESTEI;0
PB;DUAS ESTRADAS;TRATOR ESTEI;0
PB;EMAS;TRATOR ESTEI;0
PB;ESPERANCA;TRATOR ESTEI;0
PB;FAGUNDES;TRATOR ESTEI;0
PB;FREI MARTINHO;TRATOR ESTEI;0
PB;GADO BRAVO;TRATOR ESTEI;0
PB;GUARABIRA;TRATOR ESTEI;0
PB;GURINHEM;TRATOR ESTEI;0
PB;GURJAO;TRATOR ESTEI;0
PB;IBIARA;TRATOR ESTEI;0
PB;IGARACY;TRATOR ESTEI;0
PB;IMACULADA;TRATOR ESTEI;0
PB;INGA;TRATOR ESTEI;0
PB;ITABAIANA;TRATOR ESTEI;0
PB;ITAPORANGA;TRATOR ESTEI;0
PB;ITAPOROROCA;TRATOR ESTEI;0
PB;ITATUBA;TRATOR ESTEI;0
PB;JACARAU;TRATOR ESTEI;0
PB;JERICO;TRATOR ESTEI;0
PB;JOAO PESSOA;TRATOR ESTEI;0
PB;JUAREZ TAVORA;TRATOR ESTEI;0
PB;JUAZEIRINHO;TRATOR ESTEI;0
PB;JUNCO DO SERIDO;TRATOR ESTEI;0
PB;JURIPIRANGA;TRATOR ESTEI;0
PB;JURU;TRATOR ESTEI;0
PB;LAGOA;TRATOR ESTEI;0
PB;LAGOA DE DENTRO;TRATOR ESTEI;0
PB;LAGOA SECA;TRATOR ESTEI;0
PB;LASTRO;TRATOR ESTEI;0
PB;LIVRAMENTO;TRATOR ESTEI;0
PB;LOGRADOURO;TRATOR ESTEI;0
PB;LUCENA;TRATOR ESTEI;0
PB;MAE D'AGUA;TRATOR ESTEI;0
PB;MALTA;TRATOR ESTEI;0
PB;MAMANGUAPE;TRATOR ESTEI;0
PB;MANAIRA;TRATOR ESTEI;0
PB;MARCACAO;TRATOR ESTEI;0
PB;MARI;TRATOR ESTEI;0
PB;MARIZOPOLIS;TRATOR ESTEI;0
PB;MASSARANDUBA;TRATOR ESTEI;0
PB;MATARACA;TRATOR ESTEI;0
PB;MATINHAS;TRATOR ESTEI;0
PB;MATO GROSSO;TRATOR ESTEI;0
PB;MATUREIA;TRATOR ESTEI;0
PB;MOGEIRO;TRATOR ESTEI;0
PB;MONTADAS;TRATOR ESTEI;0
PB;MONTE HOREBE;TRATOR ESTEI;0
PB;MONTEIRO;TRATOR ESTEI;0
PB;MULUNGU;TRATOR ESTEI;0
PB;NATUBA;TRATOR ESTEI;0
PB;NAZAREZINHO;TRATOR ESTEI;0
PB;NOVA FLORESTA;TRATOR ESTEI;0
PB;NOVA OLINDA;TRATOR ESTEI;0
PB;NOVA PALMEIRA;TRATOR ESTEI;0
PB;OLHO D'AGUA;TRATOR ESTEI;0
PB;OLIVEDOS;TRATOR ESTEI;0
PB;OURO VELHO;TRATOR ESTEI;0
PB;PARARI;TRATOR ESTEI;0
PB;PASSAGEM;TRATOR ESTEI;0
PB;PATOS;TRATOR ESTEI;0
PB;PAULISTA;TRATOR ESTEI;0
PB;PEDRA BRANCA;TRATOR ESTEI;0
PB;PEDRA LAVRADA;TRATOR ESTEI;0
PB;PEDRAS DE FOGO;TRATOR ESTEI;0
PB;PEDRO REGIS;TRATOR ESTEI;0
PB;PIANCO;TRATOR ESTEI;0
PB;PICUI;TRATOR ESTEI;0
PB;PILAR;TRATOR ESTEI;0
PB;PILOES;TRATOR ESTEI;0
PB;PILOEZINHOS;TRATOR ESTEI;0
PB;PIRPIRITUBA;TRATOR ESTEI;0
PB;PITIMBU;TRATOR ESTEI;0
PB;POCINHOS;TRATOR ESTEI;0
PB;POCO DANTAS;TRATOR ESTEI;0
PB;POCO DE JOSE DE MOURA;TRATOR ESTEI;0
PB;POMBAL;TRATOR ESTEI;0
PB;PRATA;TRATOR ESTEI;0
PB;PRINCESA ISABEL;TRATOR ESTEI;0
PB;PUXINANA;TRATOR ESTEI;0
PB;QUEIMADAS;TRATOR ESTEI;0
PB;QUIXABA;TRATOR ESTEI;0
PB;REMIGIO;TRATOR ESTEI;0
PB;RIACHAO;TRATOR ESTEI;0
PB;RIACHAO DO BACAMARTE;TRATOR ESTEI;0
PB;RIACHAO DO POCO;TRATOR ESTEI;0
PB;RIACHO DE SANTO ANTONIO;TRATOR ESTEI;0
PB;RIACHO DOS CAVALOS;TRATOR ESTEI;0
PB;RIO TINTO;TRATOR ESTEI;0
PB;SALGADINHO;TRATOR ESTEI;0
PB;SALGADO DE SAO FELIX;TRATOR ESTEI;0
PB;SANTA CECILIA;TRATOR ESTEI;0
PB;SANTA CRUZ;TRATOR ESTEI;0
PB;SANTA HELENA;TRATOR ESTEI;0
PB;SANTA INES;TRATOR ESTEI;0
PB;SANTA LUZIA;TRATOR ESTEI;0
PB;SANTA RITA;TRATOR ESTEI;0
PB;SANTA TERESINHA;TRATOR ESTEI;0
PB;SANTANA DE MANGUEIRA;TRATOR ESTEI;0
PB;SANTANA DOS GARROTES;TRATOR ESTEI;0
PB;SANTAREM;TRATOR ESTEI;0
PB;SANTO ANDRE;TRATOR ESTEI;0
PB;SAO BENTINHO;TRATOR ESTEI;0
PB;SAO BENTO;TRATOR ESTEI;0
PB;SAO DOMINGOS DE POMBAL;TRATOR ESTEI;0
PB;SAO DOMINGOS DO CARIRI;TRATOR ESTEI;0
PB;SAO FRANCISCO;TRATOR ESTEI;0
PB;SAO JOAO DO CARIRI;TRATOR ESTEI;0
PB;SAO JOAO DO RIO DO PEIXE;TRATOR ESTEI;0
PB;SAO JOAO DO TIGRE;TRATOR ESTEI;0
PB;SAO JOSE DA LAGOA TAPADA;TRATOR ESTEI;0
PB;SAO JOSE DE CAIANA;TRATOR ESTEI;0
PB;SAO JOSE DE ESPINHARAS;TRATOR ESTEI;0
PB;SAO JOSE DE PIRANHAS;TRATOR ESTEI;0
PB;SAO JOSE DE PRINCESA;TRATOR ESTEI;0
PB;SAO JOSE DO BONFIM;TRATOR ESTEI;0
PB;SAO JOSE DO BREJO DO CRUZ;TRATOR ESTEI;0
PB;SAO JOSE DO SABUGI;TRATOR ESTEI;0
PB;SAO JOSE DOS CORDEIROS;TRATOR ESTEI;0
PB;SAO JOSE DOS RAMOS;TRATOR ESTEI;0
PB;SAO MAMEDE;TRATOR ESTEI;0
PB;SAO MIGUEL DE TAIPU;TRATOR ESTEI;0
PB;SAO SEBASTIAO DE LAGOA DE ROCA;TRATOR ESTEI;0
PB;SAO SEBASTIAO DO UMBUZEIRO;TRATOR ESTEI;0
PB;SAO VICENTE DO SERIDO;TRATOR ESTEI;0
PB;SAPE;TRATOR ESTEI;0
PB;SERRA BRANCA;TRATOR ESTEI;0
PB;SERRA DA RAIZ;TRATOR ESTEI;0
PB;SERRA GRANDE;TRATOR ESTEI;0
PB;SERRA REDONDA;TRATOR ESTEI;0
PB;SERRARIA;TRATOR ESTEI;0
PB;SERTAOZINHO;TRATOR ESTEI;0
PB;SOBRADO;TRATOR ESTEI;0
PB;SOLANEA;TRATOR ESTEI;0
PB;SOLEDADE;TRATOR ESTEI;0
PB;SOSSEGO;TRATOR ESTEI;0
PB;SOUSA;TRATOR ESTEI;0
PB;SUME;TRATOR ESTEI;0
PB;TACIMA;TRATOR ESTEI;0
PB;TAPEROA;TRATOR ESTEI;0
PB;TAVARES;TRATOR ESTEI;0
PB;TEIXEIRA;TRATOR ESTEI;0
PB;TENORIO;TRATOR ESTEI;0
PB;TRIUNFO;TRATOR ESTEI;0
PB;UIRAUNA;TRATOR ESTEI;0
PB;UMBUZEIRO;TRATOR ESTEI;0
PB;VARZEA;TRATOR ESTEI;0
PB;VIEIROPOLIS;TRATOR ESTEI;0
PB;VISTA SERRANA;TRATOR ESTEI;0
PB;ZABELE;TRATOR ESTEI;0
MA;ACAILANDIA;TRATOR ESTEI;0
MA;AFONSO CUNHA;TRATOR ESTEI;0
MA;AGUA DOCE DO MARANHAO;TRATOR ESTEI;0
MA;ALCANTARA;TRATOR ESTEI;0
MA;ALDEIAS ALTAS;TRATOR ESTEI;0
MA;ALTAMIRA DO MARANHAO;TRATOR ESTEI;0
MA;ALTO ALEGRE DO MARANHAO;TRATOR ESTEI;0
MA;ALTO ALEGRE DO PINDARE;TRATOR ESTEI;0
MA;ALTO PARNAIBA;TRATOR ESTEI;0
MA;AMAPA DO MARANHAO;TRATOR ESTEI;0
MA;AMARANTE DO MARANHAO;TRATOR ESTEI;0
MA;ANAJATUBA;TRATOR ESTEI;0
MA;ANAPURUS;TRATOR ESTEI;0
MA;APICUM-ACU;TRATOR ESTEI;0
